7.370304979448050E-9	1.525569943937569E-8	2.141782352187211E-8	2.416499798808694E-8	2.378994472069839E-8	2.138814646283591E-8	1.805133690954523E-8	1.455893937414476E-8	1.135682553145906E-8	8.640763694607560E-9	6.451453963562148E-9	4.748174353025758E-9	3.456466532023734E-9	2.495193063606283E-9	1.789868097829878E-9	1.277835466352115E-9	9.091110939585907E-10	6.451879534681196E-10	4.571390960143858E-10	3.235879723970897E-10
5.612378476715351E-9	1.354345927560094E-8	2.174220198560537E-8	2.762703955894283E-8	3.025276207449002E-8	2.994494988284015E-8	2.758548401748092E-8	2.410606281032319E-8	2.024545725348248E-8	1.649341319854281E-8	1.312253898402183E-8	1.024837581697232E-8	7.886912540901917E-9	5.999060014296786E-9	4.520809721512477E-9	3.381662964605963E-9	2.514727310183096E-9	1.861401771368160E-9	1.372850323646550E-9	1.009737877920132E-9
3.876167475053248E-9	1.067028704503948E-8	1.904512308382890E-8	2.662017589386575E-8	3.178172406281116E-8	3.404322559588257E-8	3.372175440436364E-8	3.151371817426452E-8	2.816942859868182E-8	2.432294513895025E-8	2.043486569413327E-8	1.679680183890352E-8	1.356500605739247E-8	1.079912009594363E-8	8.497241409193448E-9	6.622337113266718E-9	5.120816146850327E-9	3.934404787058554E-9	3.007063191091940E-9	2.288531602787646E-9
2.572117945773308E-9	7.869321715844770E-9	1.532770948085285E-8	2.319853924220103E-8	2.979235567850618E-8	3.411931370062144E-8	3.595648369475774E-8	3.559801677383467E-8	3.358326352541201E-8	3.050198354380048E-8	2.687537746789871E-8	2.310619637261575E-8	1.947122547605441E-8	1.613950484803373E-8	1.319624045624085E-8	1.066775848809651E-8	8.542326476593548E-9	6.786341809053881E-9	5.355706372448655E-9	4.203317534984055E-9
1.672041787251837E-9	5.563873178642432E-9	1.171768429816782E-8	1.898508072230265E-8	2.598100639072105E-8	3.153981737209405E-8	3.509021139550674E-8	3.654924689392007E-8	3.615960872059914E-8	3.434642689922146E-8	3.157111647110606E-8	2.825275771646497E-8	2.473105711470164E-8	2.125513909451333E-8	1.798941401107230E-8	1.503020597363581E-8	1.242176711375009E-8	1.017168000384694E-8	8.264247570851972E-9	6.669999515686899E-9
1.069774636138944E-9	3.789149104897096E-9	8.634799588847243E-9	1.492658568743762E-8	2.160650639988314E-8	2.763071510076818E-8	3.228116104336147E-8	3.517345169260518E-8	3.631493054157020E-8	3.591092185551146E-8	3.428682146699434E-8	3.181377135445831E-8	2.882298557807796E-8	2.559732794969714E-8	2.235468591941652E-8	1.924614145178240E-8	1.637023225608647E-8	1.378061079049220E-8	1.149806170075579E-8	9.520742990194390E-9
6.613472588538736E-10	2.642397239255136E-9	6.293208773634184E-9	1.144921250376636E-8	1.740404222479092E-8	2.332079607570068E-8	2.850078340795141E-8	3.236471128497580E-8	3.472882388366748E-8	3.561653858628919E-8	3.520904647198763E-8	3.376069421846266E-8	3.156173749797957E-8	2.888334329574575E-8	2.595784645013100E-8	2.297125817111171E-8	2.006152123739887E-8	1.732215605407427E-8	1.481065959371265E-8	1.255631173260346E-8
4.184652978274370E-10	1.765944578053765E-9	4.495567797497773E-9	8.626731668954066E-9	1.376018041088256E-8	1.925977064772143E-8	2.444724010416434E-8	2.884314371571569E-8	3.205516228916121E-8	3.401292898039923E-8	3.470898244890219E-8	3.430121603076213E-8	3.300657139193270E-8	3.104920001706638E-8	2.864980237730844E-8	2.600276654351260E-8	2.326942824965114E-8	2.056843787542172E-8	1.798859249550251E-8	1.558678968532442E-8
2.739460703636660E-10	1.190563949605359E-9	3.187887955125440E-9	6.461426415323828E-9	1.073160664841807E-8	1.559747176428959E-8	2.060652631027931E-8	2.514726055938302E-8	2.887430613359477E-8	3.159356069527721E-8	3.320076683358652E-8	3.374538016958767E-8	3.333951594555706E-8	3.217299585779315E-8	3.041575698241320E-8	2.826400418147807E-8	2.586855400820970E-8	2.336867473666891E-8	2.087065553671120E-8	1.845441149629337E-8
1.825687827503690E-10	7.944386117880046E-10	2.255773622223269E-9	4.777960158166445E-9	8.309812696214153E-9	1.254809140327704E-8	1.709435407088504E-8	2.157327768502578E-8	2.552192494851534E-8	2.876436682213088E-8	3.102898166435820E-8	3.239096844266858E-8	3.278865633716608E-8	3.240655550849681E-8	3.134317326648299E-8	2.976033880277441E-8	2.781914146077611E-8	2.563946485442905E-8	2.335224442509066E-8	2.104340297810486E-8
1.067469823922087E-10	5.472865592141648E-10	1.616723398411612E-9	3.572813280574006E-9	6.399249414900532E-9	1.001647412759944E-8	1.409065411203008E-8	1.832117983337477E-8	2.229147079614349E-8	2.577443665362362E-8	2.855620631094963E-8	3.049630784533991E-8	3.160262010947405E-8	3.193751781498420E-8	3.154575489551011E-8	3.056842199416659E-8	2.912988612246501E-8	2.736727963150411E-8	2.537874434093887E-8	2.327472020868784E-8
6.811164354806524E-11	3.575644821594243E-10	1.147587356266164E-9	2.624019436136399E-9	4.895927762013329E-9	7.922040913237626E-9	1.155833521970795E-8	1.541289444928457E-8	1.931397725974170E-8	2.287733916321785E-8	2.594465094454343E-8	2.832326244610931E-8	2.998961755944549E-8	3.091849378314785E-8	3.115956343033427E-8	3.077815616768719E-8	2.987345499384143E-8	2.856105613621586E-8	2.694083249413840E-8	2.511658355504293E-8
4.741979577913530E-11	2.640766663613293E-10	8.311007333771666E-10	1.974230579309751E-9	3.794609004134642E-9	6.336579536144680E-9	9.458468175736936E-9	1.294260147661186E-8	1.657748406236029E-8	2.012004680147197E-8	2.334266018129062E-8	2.602458176088578E-8	2.811049157756336E-8	2.954609593620872E-8	3.029880525160146E-8	3.048581631597580E-8	3.009666490105887E-8	2.925428969107250E-8	2.804654839044013E-8	2.655927018372518E-8
3.110889824538524E-11	1.755044965767840E-10	6.035015747332208E-10	1.484273021043018E-9	2.956353082828066E-9	5.037656528675332E-9	7.716099471556354E-9	1.082052776988629E-8	1.421058356162240E-8	1.763579067173805E-8	2.082805290770154E-8	2.371269556445126E-8	2.610795789511419E-8	2.793763226425632E-8	2.915288901433026E-8	2.980284430661572E-8	2.990492424295584E-8	2.950201487272594E-8	2.871722728704204E-8	2.760465040003911E-8
2.150130625534595E-11	1.232824310202768E-10	4.422331322869179E-10	1.102517997485438E-9	2.269508199006936E-9	4.006876716233069E-9	6.284624518647728E-9	9.065488178224837E-9	1.212774965931694E-8	1.536834056805882E-8	1.851112950396492E-8	2.148203444405848E-8	2.405876049455527E-8	2.616644253105243E-8	2.777352448015520E-8	2.882526403725435E-8	2.935594678542288E-8	2.941065613508605E-8	2.903595726337472E-8	2.826517338257366E-8
1.477607279399483E-11	8.881233606528849E-11	3.207779986796480E-10	8.439986830339061E-10	1.790151088118505E-9	3.214896464507558E-9	5.156528494742773E-9	7.564013920669234E-9	1.033768135238628E-8	1.333111365323661E-8	1.640563033326209E-8	1.932916538873021E-8	2.203367639200794E-8	2.437857580834458E-8	2.626328320681429E-8	2.763534150744476E-8	2.855569152996873E-8	2.899604515325543E-8	2.899974510059738E-8	2.861839744528604E-8
1.003085176636941E-11	6.483764419413784E-11	2.403915670059481E-10	6.462010566256161E-10	1.392762375635163E-9	2.583236958330060E-9	4.238036021235591E-9	6.355712881952371E-9	8.851473615135411E-9	1.160390404838812E-8	1.447371499210721E-8	1.739982474959290E-8	2.007950491932884E-8	2.253176606495569E-8	2.461193761050112E-8	2.629272476841783E-8	2.753429126347827E-8	2.832267117979274E-8	2.868405834237829E-8	2.863693708732070E-8
7.318323328412253E-12	4.576201151334604E-11	1.787805858998701E-10	4.953780356921231E-10	1.103743274485650E-9	2.073788435742076E-9	3.493674205807167E-9	5.351323759939867E-9	7.573894703621968E-9	1.008916371710480E-8	1.280818657158374E-8	1.554384909282033E-8	1.829084455269253E-8	2.076015460110211E-8	2.298640440170660E-8	2.486270488789830E-8	2.639600744298945E-8	2.745699267719025E-8	2.815047052503271E-8	2.842561775770097E-8
4.974397976148792E-12	3.388548555984201E-11	1.366210783038241E-10	3.800772909238742E-10	8.769000402585054E-10	1.677270020857616E-9	2.881497324370207E-9	4.475995358857057E-9	6.456036587726511E-9	8.765913439270513E-9	1.126090650626416E-8	1.391627650294342E-8	1.655927292503595E-8	1.905827043786603E-8	2.138765404679579E-8	2.343808015243454E-8	2.512695378745542E-8	2.643564005856883E-8	2.740934967613100E-8	2.798830478346509E-8
3.318639680243830E-12	2.490541637186830E-11	1.042947828367357E-10	3.016372940238138E-10	6.985853217524777E-10	1.375414935036188E-9	2.394320485083548E-9	3.782707247138865E-9	5.532334118787725E-9	7.611817600481727E-9	9.926056876943372E-9	1.242545739089819E-8	1.495462490215214E-8	1.746898718634909E-8	1.980793565379188E-8	2.196503929356040E-8	2.381877780313929E-8	2.535081386452415E-8	2.653273394127052E-8	2.737580862735055E-8
